RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Carpaccio de Vitela ,"gr de lombo de vitela , gr de rúcula, Queijo parmesão , Alcaparras , Vinagre balsâmico , Azeite , Flôr de sal , Pimenta ",https://24kitchen.pt/receita/carpaccio-de-vitela,https://youtu.be/j68zZwhcXqA,45,média,Prato Principal
"Ceviche de Dourada, Maracujá e Manga"," Dourada filetada ,  cebola roxa,  limas,  maracujás roxos,  malagueta vermelha,  cm de gengibre,  manga,  ganadilhas, Sal , Coentros frescos , Milho torrado ",https://24kitchen.pt/receita/ceviche-de-dourada-maracuja-e-manga,https://youtu.be/SVD9s_K97OQ,45,média,Aperitivos e Petiscos
Mokalova,"Discos de merengue,  claras de ovo M-L - gr açúcar fino,  c. sopa de amido de milho,  c. sopa de cacau em pó,  c. chá de vinagre,  c. chá de extracto de baunilha, Papel vegetal, Chantilly, gr mascarpone, ml natas gordas ,  c. sopa de açúcar,  c. sopa de café solúvel, Sumo limão , Chocolate negro ",https://24kitchen.pt/receita/mokalova,https://youtu.be/ofbtwZvUPgc,45,média,Prato Principal
"Pastelinhos de Arroz, Camarão e Dourada ","gr de miolo de camarão cru , gr de filete de dourada,  chávena de arroz cozido simples,  c. sopa de molho de peixe,  c. chá de açúcar,  c. café de flocos de malagueta,  clara de ovo,  lima,  limão, Óleo , Cebolinho , Molho agridoce ",https://24kitchen.pt/receita/pastelinhos-de-arroz-camarao-e-dourada,https://youtu.be/K5AIZAWgaXk,45,média,"Aperitivos e Petiscos, Prato Principal"
"Risotto de Ervilhas, Limão e Alho-francês"," alho-francês,  chávena de arroz arbóreo ou carnaroli,  chávena de ervilhas descongeladas,  copo de vinho branco, L de caldo de legumes,  c. sopa de manteiga,  limão,  chávena de queijo parmesão, Azeite , Pinhões ",https://24kitchen.pt/receita/risotto-de-ervilhas-limao-e-alho-frances,https://youtu.be/IFKmU7nQiOg,45,média,Prato Principal
Arroz Doce da Minha Mãe," chávena de arroz carolino ou arbóreo,  chávenas de água, Casca de  limão e ,  paus de canela,  chávenas de leite gordo,  chávena de açúcar,  c. sopa de manteiga,  ovos +  gemas, Sal ",https://24kitchen.pt/receita/arroz-doce-da-minha-mae,https://youtu.be/rgMSZbQY2jM,45,média,Sobremesa
Moelinhas Estufadas,"gr moelas limpas,  cebola grande,  chouriço de carne,  dentes de alho,  folha de louro,  piri-piri,  c. sopa de pimentão doce, gr tomate picado,  copo vinho branco, Água , Sal , Azeite , Pickles , Pão saloio ",https://24kitchen.pt/receita/moelinhas-estufadas,https://youtu.be/rfjShAr_KFk,45,média,Prato Principal
Polvo à Lagareiro," polvo descongelado ,  fio de azeite,  cebola,  folhas de louro,  batatinhas novas para assar, Pimenta em grão ,  dentes de alho, Azeite , Sal , Coentros ",https://24kitchen.pt/receita/polvo-a-lagareiro,https://youtu.be/0CUkDEpF9wM,60,dificil,Prato Principal
Falso Souflé de Espinafres ,"gr de espinafres,  ovos, gr queijo creme,  dente de alho,  c. sopa de mostarda, Sal , Pimenta , Azeite ,   c. sopa farinha com fermento",https://24kitchen.pt/receita/falso-soufle-de-espinafres,https://youtu.be/RqsuOt7PQCk,45,média,Prato Principal
Salada de Salmão e Manga ," manga,  pimento vermelho,  pepino,  lombos de salmão, Coentros , Hortelã , Sal ,  c. sopa de mel,  c. sopa de mostarda,  c. sopa de sumo de limão,  c. sopa de azeite, Malagueta vermelha ",https://24kitchen.pt/receita/salada-de-salmao-e-manga,https://youtu.be/GiKUPiTi7dA,30,fácil,Saladas
Folhadinhos de Pêssego e Alecrim ," massa folhada rectangular, - pêssegos,  c. sopa de doce de pêssego,  c. sopa de açúcar,  c. sopa de amido de milho, Raminhos de alecrim fresco ,  ovo, Açúcar em pó ",https://24kitchen.pt/receita/folhadinhos-de-pessego-e-alecrim,https://youtu.be/JE0aCDndjFk,30,fácil,"Aperitivos e Petiscos, Prato Principal"
Couve-flor Crocante," couve-flor,  c. sopa sal, Água ,  chávena de leite vegetal,  chávena de farinha de trigo,  chávena de amido de milho,  c. chá de sal fino,  c. chá de pimentão doce,  c. chá de cominhos,  c. chá de caril,  c. sopa de sementes de sésamo pretas, Pimenta preta ,  chávena de maionese vegan,  dente de alho, Salsa fresca ",https://24kitchen.pt/receita/couve-flor-crocante,https://youtu.be/2klavCoV_D8,45,média,"Aperitivos e Petiscos, Prato Principal"
Empadão de Lentilhas e Seitã ," batatas grandes para cozer,  cebolas,  dentes de alho,  c. sopa de concentrado de tomate,  folhas de louro,  copo de vinho tinto ,  chávenas de caldo de legumes, Molho de soja ,  c. sopa de manteiga, Noz-moscada ,  chávena de leite, Queijo parmesão ",https://24kitchen.pt/receita/empadao-de-lentilhas-e-seita,https://youtu.be/w1xdcr7_fm8,45,média,Prato Principal
Bolo Vegan de Limão e Hortelã ,"Bolo:, gr de açúcar, Raspa de  limão, ml de sumo de limão, ml de água, ml de óleo,  c. chá de extracto de baunilha,  c. sopa de amido de milho,  c. chá de fermento, gr de farinha de trigo, Sal , Drizzle:, gr de açúcar em pó, Sumo de  limão,  folhas de hortelã",https://24kitchen.pt/receita/bolo-vegan-de-limao-e-hortela,https://youtu.be/EpLSq9oSIGo,45,média,Sobremesa
Sopa de Grão com Espinafres ," cebolas,  alho francês,  dente de alho descascado,  batatas brancas,  cenouras,  curgete,  chávenas de grão cozido, gr de espinafres, Azeite , -L de água",https://24kitchen.pt/receita/sopa-de-grao-com-espinafres-1,https://youtu.be/yXkb172i2vY,45,média,Sopas e Cremes
Salsichas com Couve Lombarda," couve lombarda grande,  cebola grande,  dentes de alho,  folha de louro,  cabeças de cravinho,  chouriço de carne, Azeite ,  piri-piri -ml polpa de tomate,  copo de vinho branco,  copo de água, ,kg de salsichas frescas, Sal ,   chávena de arroz vaporizado, Água ,  c. sopa de manteiga",https://24kitchen.pt/receita/salsichas-com-couve-lombarda,https://youtu.be/NZyZy_9yUDg,45,média,Prato Principal
Torta de Pão-de-Ló e Doce de Tomate ," ovos M-L, gr de açúcar, gr de farinha, Raspa de limão ,  c. chá de extracto de baunilha,  c. chá de fermento, Manteiga para untar, gr doce de tomate, Açúcar em pó para polvilhar",https://24kitchen.pt/receita/torta-de-pao-de-lo-e-doce-de-tomate,https://youtu.be/SIbhRobLMOk,45,média,Sobremesa
Ostras com molho Mignonette ,"kg ostras,  chalota,  maçã verde,  chávena de vinagre de champagne,  . chá de açúcar, Flor de sal , Pimenta preta em moinho ",https://24kitchen.pt/receita/ostras-com-molho-mignonette,https://youtu.be/yYd95Mh1u5Q,45,média,Prato Principal
Queques de Amendoim e Chocolate ," ovo M-L, gr de manteiga de amendoim,  banana média madura,  tâmaras medjool, gr de gotas de chocolate,  c. chá de fermento, Manteiga para untar",https://24kitchen.pt/receita/queques-de-amendoim-e-chocolate,https://youtu.be/9HX1ov_UxZ8,45,média,Sobremesa
Cogumelos recheados com Broa," cogumelos marron,  fatias de broa de milho seca,  ramos de coentros murchos,  chávena de nozes, gr de queijo parmesão,  rodelas de chouriço, Sal e pimenta ",https://24kitchen.pt/receita/cogumelos-recheados-com-broa,https://youtu.be/9Llg1hinPaQ,45,média,Prato Principal
Pudinzinhos de Peixe ,"gr de peixe cozido sem pele nem espinhas ,  papo-secos duros,  chávena de leite,  c. sopa de manteiga,  alho francês,  dente de alho,  folha de louro,  c. sopa de concentrado de tomate, Sal e Pimenta , Salsa picada ,  ovos, Creme fraîche , Cebolinho , Manteiga , Pão ralado caseiro ",https://24kitchen.pt/receita/pudinzinhos-de-peixe,https://youtu.be/Ofbj0jRe_YU,45,média,Prato Principal
Bolo de Anjo ," claras de ovo,  c. Café de sal fino, gr de açúcar fino, Raspa de  limão,  c. sopa de sumo de limão,  c. chá de extracto de baunilha, gr de farinha, Mix de frutos vermelhos para decorar, Chantilly ",https://24kitchen.pt/receita/bolo-de-anjo,https://youtu.be/2S6EC7VKqZM,45,média,Sobremesa
Seitanas no Pão," cebola grande,  bom fio de azeite,  c. sopa margarina,  folha de louro,  c. sopa de massa de alho,  c. chá de cominhos,  c. chá de pimentão doce, ml de polpa de tomate, Piri-piri líquido a gosto,  malaguetas vermelhas secas,  cervejas mini,  c. sopa de fumo líquido, Sal e pimenta , gr de seitã,  papos-secos ou carcaças, Azeite ",https://24kitchen.pt/receita/seitanas-no-pao,https://youtu.be/nK9hlH5CNv4,45,média,Pequeno-almoço e Brunch
Tarte vegan de Chocolate e Framboesas ,"Massa:,  chávenas farinha de trigo sem fermento,  chávena de açúcar,  colher de chá de sal fino, gr manteiga vegetal bem fria, - c. sopa de água bem gelada, Recheio:,  lata de leite condensado vegan Nestlé,  chávena cacau em pó,  chávena de leite vegetal, gr manteiga vegetal,  chávena farinha de trigo sem fermento,  c. chá de extracto de baunilha, Topping:, gr chocolate vegan, ml leite vegetal, gr framboesas",https://24kitchen.pt/receita/tarte-vegan-de-chocolate-e-framboesas,https://youtu.be/_JQaviWJYd4,45,média,Sobremesa
Gravlax de Salmão e Beterraba ," lombo de salmão alto ,  chávena de açúcar,  chávena de sal grosso,  c. chá de sementes de mostarda,  c. chá de pimenta rosa,  ramos de funcho, cm de gengibre, Raspa de  limão,  beterraba, Pão escuro alemão ,  limão, Creme fraîche ",https://24kitchen.pt/receita/gravlax-de-salmao-e-beterraba,https://youtu.be/uRHCNYX4E8U,45,média,Prato Principal
Poké Bowl de Atum ," bife de atum fresco ,  cm de gengibre ralado,  c. sopa de óleo de sésamo,  c. sopa de molho de soja,  c. sopa de vinagre de arroz ou sumo de limão,  chávena de quinoa, Água , Sal ,  manga madura,  pepino,  abacate,  lima, Coentros fresco , Amendoins , Sementes de sésamo com wasabi ,  c. sopa de molho agridoce",https://24kitchen.pt/receita/poke-bowl-de-atum,https://youtu.be/HHhGS2ICvoU,45,média,Prato Principal
Bolo de Tiramissu ,"Bolo,  ovos M-L,  chávena de açúcar fino,  c. chá de extracto de baunilha,  chávena de farinha de trigo sem fermento, Manteiga para untar, Cacau em pó ,  embalagem de palitos la reine, Calda,  chávenas de água a ferver,  c. sopa de café solúvel,  c. sopa de açúcar,  shot de licor de laranja, Creme,  gemas de ovos grandes, gr de açúcar,  shot de vinho Marsala ou da Madeira, gr mascarpone, ml natas bem frias , Sumo de limão ",https://24kitchen.pt/receita/bolo-de-tiramissu,https://youtu.be/INcVzo1Jk6s,45,média,Sobremesa
Vichyssoise ," alhos-franceses,  cebola,  c. sopa de manteiga,  batatas brancas, L de água, ml natas, ml leite, Sal , Cebolinho , Sumo limão ",https://24kitchen.pt/receita/vichyssoise-1,https://youtu.be/lKkeuQ247dc,45,média,Sopas e Cremes
Pato com Laranja ," pato partido em pedaços,  cebola pequena,  laranjas,  dentes de alho,  cabeças de cravinho,  folhas de louro,  gole de vinho do Porto,  c. sopa de mel,  c. sopa rasas de amido de milho,   chávena de arroz selvagem, Arandos , Sal e pimenta ",https://24kitchen.pt/receita/pato-com-laranja,https://youtu.be/zZHa5XMUZJk,45,média,Prato Principal
Tarte de Amêndoa e Figos ," figos secos,  chávenas de amêndoas com pele,  c. sopa de manteiga derretida,  c. sopa de mel,  folhas de gelatina, ml natas frias ,  c. sopa sumo de limão,  c. sopa de açúcar,  iogurtes gregos naturais, ml doce de figo, Figos frescos para decorar , Mel , Água ",https://24kitchen.pt/receita/tarte-de-amendoa-e-figos,https://youtu.be/gcIuo7ASBQU,45,média,Sobremesa
Sopa Caprese ," tomates coração de boi bem maduros,  dente de alho,  cubos de gelo,  mozarela fresca grande, Manjericão fresco ,  c. sopa de azeite,  c. sopa de vinagre, Sal e pimenta ,  fatias de pão saloio",https://24kitchen.pt/receita/sopa-caprese,https://youtu.be/XAWSgdvTu8c,45,média,Sopas e Cremes
Penne com Pesto Rossa e Ventresca de Atum ,"gr massa penne,  dentes de alho,  malagueta vermelha,  c. sopa de pesto rosso, - latas de ventresca de atum, Azeite , Sal ",https://24kitchen.pt/receita/penne-com-pesto-rossa-e-ventresca-de-atum,https://youtu.be/KtXB8a2lSHU,45,média,Prato Principal
Mousse de Abacate e Lima-Limão," bolachas digestivas, gr de curd de limão,  abacates maduros,  limas, Curd de limão:, ml de sumo de limão, gr açúcar,  gemas, gr manteiga bem fria",https://24kitchen.pt/receita/mousse-de-abacate-e-lima-limao,https://youtu.be/w9rWBYAWnrw,45,média,Sobremesa
Dip de Queijo Creme e Truta Fumada,"gr de truta fumada,  embalagem de queijo creme, Cebolinho fresco ,  c. sopa de iogurte natural ou leite,  cenoura,  pimento vermelho,  pepino, Pimenta preta ",https://24kitchen.pt/receita/dip-de-queijo-creme-e-truta-fumada,https://youtu.be/oaXIg-cRBgM,45,média,"Aperitivos e Petiscos, Prato Principal"
Lasanha Clássica,"gr de bacon fumado,  cebolas,  cenoura, Azeite ,  folhas de louro,  dentes de alho, gr de carne de vaca picada, gr de carne de porco picada, ml de vinho tinto, ,kg de molho basílico, Sal e pimenta , gr de manteiga, gr de farinha, lt de leite, Noz-moscada , gr folhas de massa frescas, gr queijo parmesão, gr queijo mozzarela ralado",https://24kitchen.pt/receita/lasanha-classica,https://youtu.be/2cKP9bZbEFs,60,dificil,Prato Principal
Bolo de Chantilly e Morangos,"Bolo:,  ovos,   chávena de açúcar , Raspa de  limão,  c. chá de extracto de baunilha, Chantilly:, ml de natas frias,  c. sopa de açúcar, gr de mascarpone, gr de morangos,  folhas de gelatina, Sumo de limão , Extra: Morangos para decorar",https://24kitchen.pt/receita/bolo-de-chantilly-e-morangos,https://youtu.be/ilA2r3rIFLA,60,dificil,Sobremesa
Pastelinhos de Espinafres com Pão Duro ,"gr de espinafres, gr de pão duro,  chávena de queijo parmesão ralado, Cebolinho ,  c. sopa de manteiga,  ovo, Sal e pimenta q.b",https://24kitchen.pt/receita/pastelinhos-de-espinafres-com-pao-duro,https://youtu.be/Nlri8vRiJv0,45,média,"Aperitivos e Petiscos, Prato Principal"
Arroz Chau-Chau de Sobras," chávenas de sobras de arroz, Sobras de bifes fritos ou grelhados ,  cenoura,  alho francês pequeno,  chávena de milho enlatado,  chávena ervilhas descongeladas,  cabeça de brócolos,  ovos, Óleo de girassol , Óleo de sésamo , Molho de soja , Sementes de sésamo , Cebolinho ",https://24kitchen.pt/receita/arroz-chau-chau-de-sobras,https://youtu.be/VyWuAjFVdpY,45,média,Acompanhamento
Trifle de Bolo Escangalhado," bolo que ficou seco demais, gr de chocolate meio amargo, ml de leite, ml de natas bem frias ,  c. sopa de açúcar, Sumo de limão , gr mix de frutos",https://24kitchen.pt/receita/trifle-de-bolo-escangalhado,https://youtu.be/kd7Z1T3tPj8,45,média,Sobremesa
Curgetti com Camarão Salteado," camarões médios crus,  limão,  curgetes médias, Sal e pimenta , Azeite ,  dentes de alho,  c. sopa de mostarda,  c. sopa de grãos de mostarda, Coentros frescos ",https://24kitchen.pt/receita/curgetti-com-camarao-salteado,https://youtu.be/z6FJc6GvoDA,45,média,Prato Principal
"Wrap de Ovo, Abacate e Atum "," ovos, Sal e pimenta , Oregãos , Azeite ,  c. sopa de farinha de amêndoa,  c. sopa de queijo creme,  abacate,  tomate pequeno maduro, Coentros frescos ,  lata de atum em azeite, Sumo de limão , Rúcula selvagem ou agrião, Vinagre ",https://24kitchen.pt/receita/wrap-de-ovo-abacate-e-atum,https://youtu.be/Y-b_VmLcJzk,30,fácil,Prato Principal
"Queques de Aveia, Arandos e Banana "," bananas médias maduras,  iogurtes gregos ,  c. sopa de mel,  ovos,  chávena de arandos, gr de flocos de aveia,  c. chá de canela,  c. chá de fermento,  pitada de sal fino, Formas de papel ou silicone para queques",https://24kitchen.pt/receita/queques-de-aveia-arandos-e-banana,https://youtu.be/Nw-MVlbR4sY,45,média,Sobremesa
Bôla de Carnes,"ml leite, gr fermento padeiro seco,  c. sopa de açúcar, -gr farinha T, gr manteiga amolecida,  ovos +  para pincelar,  c. chá rasa sal fino, gr fiambre, gr chouriço, gr presunto, gr bacon",https://24kitchen.pt/receita/bola-de-carnes,https://youtu.be/h53UuY7nhQQ,45,média,Prato Principal
"Migas de Bacalhau, Couve e Feijão "," postas de bacalhau demolhado, gr de couve galega,  fatias de broa dura,  lata de feijão frade grande , Azeite ,  dentes de alho, Sal e pimenta , Vinagre ",https://24kitchen.pt/receita/migas-de-bacalhau-couve-e-feijao,https://youtu.be/ggUSLVqOAA8,45,média,Prato Principal
Pão-de-ló Molhadinho ," ovos, gr açúcar,  c. chá de extracto de baunilha, gr farinha de trigo, Manteiga , Forma cm de fundo amovível, Papel vegetal",https://24kitchen.pt/receita/pao-de-lo-molhadinho,https://youtu.be/yKeyRUt1Ryg,45,média,Sobremesa
Salsichas Mumificadas," lata de  salsichas,  pacote de massa folhada rectangular fria, Azeitonas pretas inteiras descaroçadas ,  ovo, Ketchup , Queijo creme ",https://24kitchen.pt/receita/salsichas-mumificadas,https://youtu.be/mPhxATjCuDo,45,média,Prato Principal
Ovos Aranhentos ," ovos,  abacate,  c. chá de corante preto líquido,  c. sopa de maionese,  c. chá de mostarda, Sal e pimenta , Azeitonas pretas descaroçadas ",https://24kitchen.pt/receita/ovos-aranhentos,https://youtu.be/Ur6QLo0rZCI,45,média,Prato Principal
Pão de Cerveja Preta,"  chávena de farinha de trigo sem fermento,  chávena farinha de milho,  c. sopa de açúcar mascavado,  c. chá de sal,  c. chá fermento em pó, cl cerveja preta,  c. sopa de mel,  c. sopa de manteiga com sal derretida,  chávena de nozes,  chávena de pistachos descascados,  chávena de arandos",https://24kitchen.pt/receita/pao-de-cerveja-preta-1,https://youtu.be/FJn8l4Adtjs,45,média,Pequeno-almoço e Brunch
Bacalhau Espiritual,"gr bacalhau demolhado sem pele nem espinhas, lt leite,  cenouras,  cebola grande, Azeite ,  dentes de alho,  folha de louro, gr manteiga, gr farinha de trigo, Sal e pimenta , Noz-moscada ,  papos secos,  gemas, Queijo da ilha , Pão ralado ",https://24kitchen.pt/receita/bacalhau-espiritual-1,https://youtu.be/Rj4Oecr3Yf0,45,média,Prato Principal
Redvelvet Natalício," chávena de leite,  c. sopa de sumo de limão,   chávenas de farinha de trigo sem fermento,  c. sopa de cacau em pó,  c. café de sal fino, gr de manteiga amolecida + um pouco para untar,   chávena de açúcar,  ovos L,  c. sopa de corante vermelho em gel,  c. sopa de extracto de baunilha,  c. chá bicarbonato de sódio,  c. sopa de vinagre, Cobertura:, gr queijo creme,   chávena de açúcar em pó, Limão ,  romã",https://24kitchen.pt/receita/redvelvet-natalicio,https://youtu.be/yUnXAL8WFAc,60,dificil,Sobremesa
Creme de Castanhas,"gr de castanhas congeladas,  talos de aipo,  batata doce branca,  cebolas doces,  dentes de alho, Sal e pimenta , Sumo de  limão, Água , - c. sopa de natas frescas,  c. sopa manteiga à temperatura ambiente, Erva doce em pó,  fatias de pão alentejano",https://24kitchen.pt/receita/creme-de-castanhas,https://youtu.be/2zlEkC9QzCE,45,média,Sopas e Cremes
Sonhos de Abóbora,"gr de abóbora manteiga, gr de açúcar,  c. sopa de aguardente, Raspa e sumo de  laranja,  gr fermento de padeiro seco,  ovo, gr de farinha, Oleo , Açúcar e canela q.b",https://24kitchen.pt/receita/sonhos-de-abobora,https://youtu.be/RZmnSwzs02k,60,dificil,Sobremesa
Muffins De Ovo E Manjericão ," Pimento Vermelho,  Chávena de milho,  Molho de Manjericão,  g Bacon fatiado, ½ Chávena de queijo cheddar,  Ovos Grandes, Sal , Pimenta ,  Chávena de pinhões, Azeite ",https://www.24kitchen.pt/receita/muffins-de-ovo-e-manjericao,https://www.youtube.com/watch?v=9Oy9aoS1ndY&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=21,45,média,"Aperitivos e Petiscos, Prato Principal"
Panquecas De 3 Ingredientes ," Pimento Vermelho,  Chávena de milho,  Molho de Manjericão,  g Bacon fatiado, ½ Chávena de queijo cheddar,  Ovos Grandes, Sal , Pimenta ,  Chávena de pinhões, Azeite ",https://www.24kitchen.pt/receita/muffins-de-ovo-e-manjericao,https://www.youtube.com/watch?v=iXC6_bPMrrs&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=20,30,fácil,Pequeno-almoço e Brunch
Granola De Frigideira ," Chávena de flocos de aveia, ½ Chávena de nozes, ½ Chávena de sementes de girassol, ½ Chávena de arandos desidratados,  c. de sopa de óleo de coco,  c. de sopa de mel,  C. chá de canela, Sal fino,  g Iogurte Grego, Frutos Vermelhos ",https://www.24kitchen.pt/receita/granola-de-frigideira,https://www.youtube.com/watch?v=pkqTfg5A5OI&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=23,30,fácil,Pequeno-almoço e Brunch
Panquecas De Vegetais," Chávena de Courgette ralada, ½ Chávena de beterraba ralada,  Chávena de cenoura ralada, ½ Chávena de couve roxa picada,  Pés de Cebolo, ½ Molho de coentros, ½ Molho de hortelã,  C. de chá de cominhos, Sal , Pimenta branca ,  Ovos, ¼ A ½ Chávena de farinha de trigo integral, Sementes de sésamo , Azeite ,  Iogurte Grego, Limão , Pimenta ",https://www.24kitchen.pt/receita/panquecas-de-vegetais,https://www.youtube.com/watch?v=nVbAS9mCv2s&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=17,30,fácil,Pequeno-almoço e Brunch
Cavalas Assadas Com Anchovas E Espargos ," Molho de espargos verdes,  Cavalas,  Anchovas em conserva, - Pimentos assado em conserva, - Limões,  Molho de Tomilho, Sal , Pimenta , Azeite , Agrião, Vinagre ",https://www.24kitchen.pt/receita/cavalas-assadas-com-anchovas-e-espargos,https://www.youtube.com/watch?v=Vb_vXRw8YRw&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=18,30,fácil,Prato Principal
Bolo-Pudim De Banana E Cacau No Microondas ," Bananas médias maduras,  Ovos ML,  Colheres de chá de cacau,  Colheres de chá de óleo de côco,  Tâmaras medjol, Framboesas ",https://www.24kitchen.pt/receita/bolo-pudim-de-banana-e-cacau-no-microondas,https://www.youtube.com/watch?v=EqtRxE3hwbQ&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=19,30,fácil,Sobremesa
Babaganoush De Pimento Assado ," Beringelas,  Pimento Vermelho,  Dente de Alho,  c. de sopa de azeite,  C. de sopa de tahini, Sumo de limão ,  C. de chá de paprika,  C. de chá de cominhos,  c. de chá de sal, Pimenta preta , Grissinis ",https://www.24kitchen.pt/receita/babaganoush-de-pimento-assado,https://www.youtube.com/watch?v=CTL6ZLyydgs&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=16,45,média,Prato Principal
Cacete Recheado ," Cacete rústico,  Fatias de bacon fumado,  g Espinafres,  Ovos L, ½ Requeijão,  g Queijo Parmesão, Sal , Pimenta ",https://www.24kitchen.pt/receita/cacete-recheado,https://www.youtube.com/watch?v=bv49znYRCfk&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=15,45,média,Prato Principal
Mini Queques Tutti Frutti ,"¾ Cháv. de açúcar, Raspas de limão ,  Ovos L,  Cháv. de óleo,  C. chá de extrato de baunilha,  g farinha de trigo,  Cháv. de leite gordo, Doce de pessêgo , Doce de kiwi , Doce de morango ",https://www.24kitchen.pt/receita/mini-queques-tutti-frutti,https://www.youtube.com/watch?v=Uf0wCVLo35M&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=14,45,média,Sobremesa
Salada De Feijão Branco E Salsa ,"g Feijão Branco, ¼ Chávena de sementes de girassol, ½ Chávena de avelãs, ½ Cebola roxa,  Molho de Salsa, ½ C.de chá de sal, Pimenta preta ,  c. de sopa de azeite,  c. de sopa de vinagre, ½ limão, Rúcula ",https://www.24kitchen.pt/receita/salada-de-feijao-branco-e-salsa,https://www.youtube.com/watch?v=HCWZd7rSLmw&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=11,30,fácil,Saladas
Bife De Espadarte Com Cebolada Agridoce ," g Batata Doce,  Bifes de espadarte frescos,  Limão, Sal , Pimenta ,  Cebolas, Azeite , ½ Malagueta,  C. de sopa de pimenta rosa,  c. de sopa de vinagre,  c. de sopa de mel, Folhas de poejo ",https://www.24kitchen.pt/receita/bife-de-espadarte-com-cebolada-agridoce,https://www.youtube.com/watch?v=l5EXNp_qICQ&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=13,45,média,Prato Principal
Farófias De Microondas Com Morangada ," Claras de ovo XL,  C. de Sopa de açúcar,  pitada de sal,  g Morangos,  C. de sopa de natas, ½ Lima, Extrato de baunilha , Hortelã ",https://www.24kitchen.pt/receita/farofias-de-microondas-com-morangada,https://www.youtube.com/watch?v=pUr1BQh5ikw&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=12,30,fácil,Sobremesa
Bolo Do Caco ,"g Batata-Doce Assada,  ml Água Morna, g Fermento fresco de padeiro,  colher de sopa de açúcar, g Farinha de Trigo sem fermento,  Colher de chá de sal fino,  Colher de sopa de manteiga com sal,  Dente de Alho, Coentros frescos ",https://www.24kitchen.pt/receita/bolo-do-caco,https://www.youtube.com/watch?v=0cj1rAnMMmU&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=6,45,média,Sobremesa
Bacalhau À Lagareiro ," Lombos de bacalhau,  Folhas de Louro, Azeite   dentes de Alho,  Batatas Pequenas, Sal  Oregãos   Alface, Hortelã fresca  Vinagre  Coentros  Pão saloio q.b",https://www.24kitchen.pt/receita/bacalhau-lagareiro,https://www.youtube.com/watch?v=VFFR080hgB0&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=10,45,média,Prato Principal
Bolo De Arroz ,"g Manteiga amolecida,  Chávena de açúcar,  ovos ML,  Limão,  C. de chá de extrato de baunilha,  Chávena de farinha de arroz,  Chávena de leite,  Chávena de farinha de trigo sem fermento,  C. de chá de fermento em pó",https://www.24kitchen.pt/receita/bolo-de-arroz,https://www.youtube.com/watch?v=lWnm0mDc29s&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=9,45,média,Sobremesa
Salada Caprese Com Pesto De Rúcula E Nozes,"g Rúcula,  Chávena de folhas de manjericão,  Chávena de azeite,  Chávena de nozes,  Chávena de queijo parmesão ralado,  Dente de alho pequeno, Sal , Pimenta ,  Limão,  Tomates vermelhos,  Tomates cherry amarelos,  Queijo Mozzarella, Nozes ",https://www.24kitchen.pt/receita/salada-caprese-com-pesto-de-rucula-e-nozes,https://www.youtube.com/watch?v=A7r_GUSe7Qs&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=5,30,fácil,Saladas
Empadão Rico Do Mar," kg Batatas,  g Couve Flor,  c. de sopa de manteiga, Queijo Parmesão , Sal , Pimenta , Noz moscada ,  ml Leite, Para o Recheio:,  Alho Francês, Azeite ,  g Lombo salmão,  g Atum,  g Camarão inteiro,  ml Leite,  c. de sopa de manteiga,  C. de sopa de farinha de trigo,  g Macedónia de legumes, Cebolinho ",https://www.24kitchen.pt/receita/empadao-rico-do-mar,https://www.youtube.com/watch?v=r8f8ZTDivE4&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=8,45,média,Prato Principal
Bolo De Laranja Inteira," Laranja média,  de chávena de azeite,  ovos ML,  Chávena de açúcar,  C. de chá de extrato de baunilha,  Chávenas de farinha de trigo sem fermento,  C. de chá rasa de sal fino,  C. de sopa de fermento em pó",https://www.24kitchen.pt/receita/bolo-de-laranja-inteira,https://www.youtube.com/watch?v=MnE79xzSbOE&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=7,45,média,Sobremesa
